iter	Logloss
461	0.02811157251
462	0.02803852569
463	0.02796562708
464	0.02789363611
465	0.02782279732
466	0.02775128399
467	0.02768027303
468	0.02760849707
469	0.0275384028
470	0.02746864116
471	0.02739907349
472	0.02732909205
473	0.02725987961
474	0.02719096307
475	0.02712296189
476	0.02705365792
477	0.02698694941
478	0.02691952246
479	0.02685162531
480	0.02678476913
481	0.02671889535
482	0.02665160357
483	0.02658624601
484	0.02652079692
485	0.02645554447
486	0.02639055225
487	0.02632523834
488	0.02626059098
489	0.02619644521
490	0.02613203919
491	0.02606828138
492	0.02600599027
493	0.02594304697
494	0.02587978196
495	0.02581743337
496	0.0257551992
497	0.0256939376
498	0.02563202301
499	0.02557033753
500	0.02551042634
501	0.02544827121
502	0.02538877167
503	0.02532866331
504	0.0252677
505	0.02520862222
506	0.02514903168
507	0.02508962154
508	0.02503096818
509	0.02497253381
510	0.02491445227
511	0.0248557731
512	0.0247978749
513	0.02474015978
514	0.02468267269
515	0.02462625025
516	0.02456884326
517	0.02451352882
518	0.02445657924
519	0.02440071771
520	0.02434412284
521	0.02428862559
522	0.02423402135
523	0.02417796504
524	0.02412356649
525	0.0240686762
526	0.02401456476
527	0.02396008559
528	0.02390632778
529	0.0238528555
530	0.0237986041
531	0.02374614057
532	0.02369233753
533	0.02363998656
534	0.02358808235
535	0.02353479287
536	0.0234822575
537	0.02343066223
538	0.02337926147
539	0.02332789424
540	0.02327605869
541	0.02322504563
542	0.0231742497
543	0.0231236254
544	0.02307301334
545	0.02302335043
546	0.02297300127
547	0.02292371568
548	0.02287454531
549	0.0228253752
550	0.02277556354
551	0.02272620797
552	0.02267823874
553	0.0226297312
554	0.02258059276
555	0.02253297876
556	0.0224848371
557	0.02243764619
558	0.02238898857
559	0.02234274681
560	0.02229438696
561	0.02224848606
562	0.02220116875
563	0.02215470746
564	0.02210847688
565	0.0220622109
566	0.02201616258
567	0.02197022843
568	0.02192432779
569	0.02187942394
570	0.02183388812
571	0.02178931582
572	0.02174307246
573	0.02169881868
574	0.02165439725
575	0.02160936514
576	0.02156539687
577	0.02152138549
578	0.02147760083
579	0.02143396544
580	0.02139029572
581	0.02134769995
582	0.02130428356
583	0.02126096907
584	0.0212180069
585	0.02117560964
586	0.02113273926
587	0.02109148194
588	0.02104892209
589	0.02100629306
590	0.02096553919
591	0.02092311691
592	0.02088163101
593	0.02084106074
594	0.0207989921
595	0.02075797559
596	0.02071769349
597	0.02067612564
598	0.02063686081
599	0.02059523788
600	0.02055623515
601	0.02051501083
602	0.02047533382
603	0.02043575927
604	0.02039637842
605	0.02035620809
606	0.02031788895
607	0.02027800732
608	0.02023907219
609	0.02020021528
610	0.02016140574
611	0.02012263292
612	0.02008403039
613	0.02004643237
614	0.02000868746
615	0.01996969405
616	0.01993152659
617	0.01989421381
618	0.01985687017
619	0.01981989055
620	0.01978264882
621	0.01974587648
622	0.0197074541
623	0.01967070225
624	0.01963402145
625	0.0195973276
626	0.01956102385
627	0.01952457109
628	0.0194883908
629	0.01945290049
630	0.01941676438
631	0.01938067856
632	0.01934475239
633	0.01931049462
634	0.01927483029
635	0.01923910848
636	0.01920344441
637	0.01916893412
638	0.01913417503
639	0.01909894337
640	0.01906458235
641	0.01903099035
642	0.01899582919
643	0.0189608857
644	0.01892836578
645	0.01889354842
646	0.01885883297
647	0.01882636015
648	0.01879198796
649	0.01875842629
650	0.01872550749
651	0.01869200622
652	0.01865929152
653	0.01862593687
654	0.01859267429
655	0.01856030284
656	0.01852722333
657	0.01849497801
658	0.01846192245
659	0.01842980246
660	0.01839850657
661	0.01836570219
662	0.018333926
663	0.0183013941
664	0.01826992684
665	0.01823811685
666	0.01820716661
667	0.01817500964
668	0.01814354238
669	0.01811301416
670	0.0180817752
671	0.01805049154
672	0.01801952746
673	0.01798922755
674	0.01795892737
675	0.01792831453
676	0.01789659528
677	0.01786654655
678	0.01783682805
679	0.01780694191
680	0.01777710819
681	0.01774652169
682	0.01771641443
683	0.01768669592
684	0.01765716369
685	0.01762783315
686	0.0175984132
687	0.01756942618
688	0.01754002992
689	0.01751081486
690	0.01748189836
691	0.01745293476
692	0.01742383465
693	0.01739512251
694	0.01736641276
695	0.01733756172
696	0.01730889694
697	0.01728100862
698	0.0172526392
699	0.0172248661
700	0.01719656853
701	0.01716829091
702	0.01714083499
703	0.01711244509
704	0.0170858388
705	0.01705804121
706	0.01703006003
707	0.0170020791
708	0.01697643554
709	0.01694866137
710	0.01692072754
711	0.01689318168
712	0.01686778665
713	0.01684015138
714	0.01681274176
715	0.01678755374
716	0.01676019121
717	0.01673305673
718	0.0167071814
719	0.01668089389
720	0.01665431048
721	0.01662887047
722	0.01660194035
723	0.01657634042
724	0.01655023625
725	0.01652417678
726	0.01649898823
727	0.01647304424
728	0.01644707657
729	0.016422024
730	0.01639630805
731	0.01637130284
732	0.01634561058
733	0.01632076236
734	0.01629527445
735	0.01627045258
736	0.01624583506
737	0.01621968938
738	0.01619282391
739	0.01616798155
740	0.0161432725
741	0.01611468356
742	0.01608856714
743	0.01606213089
744	0.01603445703
745	0.01600792898
746	0.01598540241
747	0.01595836798
748	0.01593311051
749	0.0159083831
750	0.01588520514
751	0.01586191729
752	0.01583661166
753	0.01581350474
754	0.0157905809
755	0.015766763
756	0.01574242009
757	0.01571951727
758	0.01569661711
759	0.01567398943
760	0.01564969122
761	0.01562623972
762	0.01560372806
763	0.01558089576
764	0.01555597543
765	0.01553200332
766	0.01550957654
767	0.01548615524
768	0.0154608053
769	0.01543631139
770	0.01541112177
771	0.01538597633
772	0.01536477849
773	0.01533863507
774	0.01531574024
775	0.0152932307
776	0.01526810295
777	0.01524691124
778	0.01522385928
779	0.01520196282
780	0.01518009004
781	0.01515819625
782	0.01513648339
783	0.01511502173
784	0.01509319605
785	0.01507166653
786	0.0150500689
787	0.01502904589
788	0.0150073329
789	0.01498621476
790	0.01496464067
791	0.01494380127
792	0.0149226802
793	0.01490122146
794	0.01487983098
795	0.01485873626
796	0.01483812223
797	0.01481684683
798	0.01479655238
799	0.01477584908
